icg_id,modeldb_id,suffix,ion_class,icg_ref_id,authors,title,year,pubmedid,citation_count
3280,147461,HH2,K,381,"Conde-Sousa E, Aguiar P",A working memory model for serial order that stores information in the intrinsic excitability properties of neurons.,2013,23539088,4
3286,150621,Kirm,K,382,"Mahon S, Deniau JM, Charpier S, Delord B",Role of a striatal slowly inactivating potassium current in short-term facilitation of corticostriatal inputs: a computer simulation study.,2000,11040268,28
3287,150621,Km,K,382,"Mahon S, Deniau JM, Charpier S, Delord B",Role of a striatal slowly inactivating potassium current in short-term facilitation of corticostriatal inputs: a computer simulation study.,2000,11040268,28
3290,150621,Nam,Na,382,"Mahon S, Deniau JM, Charpier S, Delord B",Role of a striatal slowly inactivating potassium current in short-term facilitation of corticostriatal inputs: a computer simulation study.,2000,11040268,28
3292,150621,NaSm,Na,382,"Mahon S, Deniau JM, Charpier S, Delord B",Role of a striatal slowly inactivating potassium current in short-term facilitation of corticostriatal inputs: a computer simulation study.,2000,11040268,28
3293,150446,Ka,K,383,"Vladimirov N, Tu Y, Traub RD","Synaptic gating at axonal branches, and sharp-wave ripples with replay: a simulation study.",2013,23992155,11
3295,150446,Kc,KCa,383,"Vladimirov N, Tu Y, Traub RD","Synaptic gating at axonal branches, and sharp-wave ripples with replay: a simulation study.",2013,23992155,11
3296,150446,Kdrax,K,383,"Vladimirov N, Tu Y, Traub RD","Synaptic gating at axonal branches, and sharp-wave ripples with replay: a simulation study.",2013,23992155,11
3297,150446,Kdrsd,K,383,"Vladimirov N, Tu Y, Traub RD","Synaptic gating at axonal branches, and sharp-wave ripples with replay: a simulation study.",2013,23992155,11
3298,150446,NaFax,Na,383,"Vladimirov N, Tu Y, Traub RD","Synaptic gating at axonal branches, and sharp-wave ripples with replay: a simulation study.",2013,23992155,11
3301,150446,Ca,Ca,383,"Vladimirov N, Tu Y, Traub RD","Synaptic gating at axonal branches, and sharp-wave ripples with replay: a simulation study.",2013,23992155,11
3303,149000,CaP,Ca,384,"Marasco A, Limongiello A, Migliore M",Using Strahler's analysis to reduce up to 200-fold the run time of realistic neuron models.,2013,24121727,6
3309,149000,KA,K,384,"Marasco A, Limongiello A, Migliore M",Using Strahler's analysis to reduce up to 200-fold the run time of realistic neuron models.,2013,24121727,6
3316,149000,Khh,K,384,"Marasco A, Limongiello A, Migliore M",Using Strahler's analysis to reduce up to 200-fold the run time of realistic neuron models.,2013,24121727,6
3317,149000,KM,K,384,"Marasco A, Limongiello A, Migliore M",Using Strahler's analysis to reduce up to 200-fold the run time of realistic neuron models.,2013,24121727,6
3319,149000,NaF,Na,384,"Marasco A, Limongiello A, Migliore M",Using Strahler's analysis to reduce up to 200-fold the run time of realistic neuron models.,2013,24121727,6
3320,149000,NaP,Na,384,"Marasco A, Limongiello A, Migliore M",Using Strahler's analysis to reduce up to 200-fold the run time of realistic neuron models.,2013,24121727,6
3322,148094,kv72wt73wt,K,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3326,155705,KPyr,K,385,"Avella Gonzalez OJ, van Aerde KI, Mansvelder HD, van Pelt J, van Ooyen A",Inter-network interactions: impact of connections between oscillatory neuronal networks on oscillation frequency and pattern.,2014,25007325,6
3327,155705,NaPyr,Na,385,"Avella Gonzalez OJ, van Aerde KI, Mansvelder HD, van Pelt J, van Ooyen A",Inter-network interactions: impact of connections between oscillatory neuronal networks on oscillation frequency and pattern.,2014,25007325,6
3328,156120,hh1,K,386,"Avella Gonzalez OJ, van Aerde KI, van Elburg RA, Poil SS, Mansvelder HD, Linkenkaer-Hansen K, van Pelt J, van Ooyen A",External drive to inhibitory cells induces alternating episodes of high- and low-amplitude oscillations.,2012,22956901,8
3329,156120,hd,IH,386,"Avella Gonzalez OJ, van Aerde KI, van Elburg RA, Poil SS, Mansvelder HD, Linkenkaer-Hansen K, van Pelt J, van Ooyen A",External drive to inhibitory cells induces alternating episodes of high- and low-amplitude oscillations.,2012,22956901,8
3330,156120,km,K,386,"Avella Gonzalez OJ, van Aerde KI, van Elburg RA, Poil SS, Mansvelder HD, Linkenkaer-Hansen K, van Pelt J, van Ooyen A",External drive to inhibitory cells induces alternating episodes of high- and low-amplitude oscillations.,2012,22956901,8
3331,156120,KPyr,K,386,"Avella Gonzalez OJ, van Aerde KI, van Elburg RA, Poil SS, Mansvelder HD, Linkenkaer-Hansen K, van Pelt J, van Ooyen A",External drive to inhibitory cells induces alternating episodes of high- and low-amplitude oscillations.,2012,22956901,8
3332,156120,NaPyr,Na,386,"Avella Gonzalez OJ, van Aerde KI, van Elburg RA, Poil SS, Mansvelder HD, Linkenkaer-Hansen K, van Pelt J, van Ooyen A",External drive to inhibitory cells induces alternating episodes of high- and low-amplitude oscillations.,2012,22956901,8
3337,155601,lca,Ca,387,"Proddutur A, Yu J, Elgammal FS, Santhakumar V",Seizure-induced alterations in fast-spiking basket cell GABA currents modulate frequency and coherence of gamma oscillation in network simulations.,2013,24387588,8
3340,155601,borgka,K,387,"Proddutur A, Yu J, Elgammal FS, Santhakumar V",Seizure-induced alterations in fast-spiking basket cell GABA currents modulate frequency and coherence of gamma oscillation in network simulations.,2013,24387588,8
3341,155601,cagk,KCa,387,"Proddutur A, Yu J, Elgammal FS, Santhakumar V",Seizure-induced alterations in fast-spiking basket cell GABA currents modulate frequency and coherence of gamma oscillation in network simulations.,2013,24387588,8
3342,155601,cat,Ca,387,"Proddutur A, Yu J, Elgammal FS, Santhakumar V",Seizure-induced alterations in fast-spiking basket cell GABA currents modulate frequency and coherence of gamma oscillation in network simulations.,2013,24387588,8
3343,155568,cagk,KCa,388,"Tejada J, Garcia-Cairasco N, Roque AC",Combined role of seizure-induced dendritic morphology alterations and spine loss in newborn granule cells with mossy fiber sprouting on the hyperexcitability of a computer model of the dentate gyrus.,2014,24811867,4
3348,155568,lca,Ca,388,"Tejada J, Garcia-Cairasco N, Roque AC",Combined role of seizure-induced dendritic morphology alterations and spine loss in newborn granule cells with mossy fiber sprouting on the hyperexcitability of a computer model of the dentate gyrus.,2014,24811867,4
3350,155568,borgka,K,388,"Tejada J, Garcia-Cairasco N, Roque AC",Combined role of seizure-induced dendritic morphology alterations and spine loss in newborn granule cells with mossy fiber sprouting on the hyperexcitability of a computer model of the dentate gyrus.,2014,24811867,4
3351,155568,cat,Ca,388,"Tejada J, Garcia-Cairasco N, Roque AC",Combined role of seizure-induced dendritic morphology alterations and spine loss in newborn granule cells with mossy fiber sprouting on the hyperexcitability of a computer model of the dentate gyrus.,2014,24811867,4
3353,155796,can,Ca,390,"Chambers JD, Bornstein JC, Gwynne RM, Koussoulas K, Thomas EA","A detailed, conductance-based computer model of intrinsic sensory neurons of the gastrointestinal tract.",2014,25012843,1
3355,155796,ih,IH,390,"Chambers JD, Bornstein JC, Gwynne RM, Koussoulas K, Thomas EA","A detailed, conductance-based computer model of intrinsic sensory neurons of the gastrointestinal tract.",2014,25012843,1
3357,155796,ka,K,390,"Chambers JD, Bornstein JC, Gwynne RM, Koussoulas K, Thomas EA","A detailed, conductance-based computer model of intrinsic sensory neurons of the gastrointestinal tract.",2014,25012843,1
3358,155796,kca_fast,KCa,390,"Chambers JD, Bornstein JC, Gwynne RM, Koussoulas K, Thomas EA","A detailed, conductance-based computer model of intrinsic sensory neurons of the gastrointestinal tract.",2014,25012843,1
3360,155796,kdr,K,390,"Chambers JD, Bornstein JC, Gwynne RM, Koussoulas K, Thomas EA","A detailed, conductance-based computer model of intrinsic sensory neurons of the gastrointestinal tract.",2014,25012843,1
3369,155057,car,Ca,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3370,155057,cat,Ca,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3374,155057,h,IH,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3376,155057,IKs,K,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3377,155057,kad,K,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3380,155057,kdr,K,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3381,155057,Naf,Na,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3382,155057,Nap,Na,391,"Papoutsi A, Sidiropoulou K, Cutsuridis V, Poirazi P",Induction and modulation of persistent activity in a layer V PFC microcircuit model.,2013,24130519,13
3387,150538,hd,IH,392,"Li X, Morita K, Robinson HP, Small M",Control of layer 5 pyramidal cell spiking by oscillatory inhibition in the distal apical dendrites: a computational modeling study.,2013,23486202,8
3389,150538,km,K,392,"Li X, Morita K, Robinson HP, Small M",Control of layer 5 pyramidal cell spiking by oscillatory inhibition in the distal apical dendrites: a computational modeling study.,2013,23486202,8
3390,150538,kv,K,392,"Li X, Morita K, Robinson HP, Small M",Control of layer 5 pyramidal cell spiking by oscillatory inhibition in the distal apical dendrites: a computational modeling study.,2013,23486202,8
3391,150538,na,Na,392,"Li X, Morita K, Robinson HP, Small M",Control of layer 5 pyramidal cell spiking by oscillatory inhibition in the distal apical dendrites: a computational modeling study.,2013,23486202,8
3393,150538,sca,Ca,392,"Li X, Morita K, Robinson HP, Small M",Control of layer 5 pyramidal cell spiking by oscillatory inhibition in the distal apical dendrites: a computational modeling study.,2013,23486202,8
3394,153280,ch_CavL,Ca,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3395,153280,ch_CavLZ,Ca,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3397,153280,ch_CavT,Ca,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3398,153280,ch_HCNp,IH,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3400,153280,ch_Kdrfast,K,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3401,153280,ch_Kdrp,K,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3402,153280,ch_Kdrslow,K,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3403,153280,ch_KvA,K,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3404,153280,ch_KvAdistp,K,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3405,153280,ch_KvAproxp,K,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3406,153280,ch_KvCaB,KCa,393,"Lee SH, Marchionni I, Bezaire M, Varga C, Danielson N, Lovett-Barron M, Losonczy A, Soltesz I",Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells.,2014,24836505,64
3415,155157,cagk2,KCa,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3416,155157,hh2,K,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3417,155157,ical,Ca,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3418,155157,im,K,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3419,155157,it,Ca,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3420,155157,kA,K,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3421,155157,kca,KCa,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3423,155157,kM,K,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3425,155157,lcafixed,Ca,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3426,155157,nafast,Na,394,"Kaplan BA, Lansner A",A spiking neural network model of self-organized pattern recognition in the early mammalian olfactory system.,2014,24570657,12
3429,154732,carF,Ca,395,"Graham BP, Saudargiene A, Cobb S",Spine head calcium as a measure of summed postsynaptic activity for driving synaptic plasticity.,2014,25058697,1
3430,154732,hd,IH,395,"Graham BP, Saudargiene A, Cobb S",Spine head calcium as a measure of summed postsynaptic activity for driving synaptic plasticity.,2014,25058697,1
3431,154732,kad,K,395,"Graham BP, Saudargiene A, Cobb S",Spine head calcium as a measure of summed postsynaptic activity for driving synaptic plasticity.,2014,25058697,1
3432,154732,kap,K,395,"Graham BP, Saudargiene A, Cobb S",Spine head calcium as a measure of summed postsynaptic activity for driving synaptic plasticity.,2014,25058697,1
